,date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink
74,2022-12-31,ORLY,USD,0000898173,2023-02-28,2023-02-28 16:31:13,2022,FY,108583000,0,108583000,470174000,4359126000,110376000,5048259000,6536308000,884445000,0,884445000,0,245347000.0,-86380000,7579720000,0,12627979000,5881157000,366721000,0,175212000,640727000,7063817000,6178309000,0.0,245347000,201258000,6624914000,0,2173377000,13688731000,0,624000,-2375860000,2996000.0,1311488000,-1060752000,-1060752000,12627979000,0,12627979000,0,6545030000,6436447000,https://www.sec.gov/Archives/edgar/data/898173/000089817323000011/0000898173-23-000011-index.htm,https://www.sec.gov/Archives/edgar/data/898173/000089817323000011/orly-20221231x10k.htm
75,2022-12-31,ODFL,USD,0000878927,2023-02-22,2023-02-22 16:29:11,2022,FY,186312000,49355000,235667000,605129000,-605129000,698073000,933740000,3687068000,0,0,0,0,310515000.0,-92713000,3904870000,0,4838610000,106275000,20000000,0,310515000,93003000,529793000,79963000,0.0,310515000,265422000,655900000,0,0,1185693000,0,11022000,3397305000,0.0,244590000,3652917000,3652917000,4838610000,0,4838610000,49355000,99963000,-86349000,https://www.sec.gov/Archives/edgar/data/878927/000095017023003783/0000950170-23-003783-index.htm,https://www.sec.gov/Archives/edgar/data/878927/000095017023003783/odfl-20221231.htm
76,2022-12-31,ON,USD,0001097864,2023-02-06,2023-02-06 10:50:17,2022,FY,2919000000,0,2919000000,842300000,1616800000,351300000,5729400000,3496500000,1577600000,359700000,1937300000,0,376700000.0,438600000,6249100000,0,11978500000,852100000,162000000,34800000,0,1047300000,2061400000,3068700000,0.0,34100000,607300000,3710100000,0,37200000,5771500000,0,6100000,4364400000,-23200000.0,1841200000,6188500000,6188500000,11978500000,18500000,11978500000,0,3230700000,311700000,https://www.sec.gov/Archives/edgar/data/1097864/000162828023002350/0001628280-23-002350-index.htm,https://www.sec.gov/Archives/edgar/data/1097864/000162828023002350/on-20221231.htm
77,2022-12-31,PCAR,USD,0000075362,2023-02-22,2023-02-22 16:07:32,2022,FY,6158900000,1614200000,6158900000,1919800000,2198800000,682000000,10277500000,3468400000,0,0,0,17179600000,0.0,2350000000,22998000000,0,33275500000,7185600000,3265500000,0,7185600000,-10451100000,7185600000,12922800000,0.0,624400000,-624400000,12922800000,0,209200000,20108400000,0,522000000,13402400000,-953400000.0,196100000,13167100000,13167100000,33275500000,0,33275500000,18793800000,16188300000,10029400000,https://www.sec.gov/Archives/edgar/data/75362/000156459023002203/0001564590-23-002203-index.htm,https://www.sec.gov/Archives/edgar/data/75362/000156459023002203/pcar-10k_20221231.htm
78,2022-07-31,PANW,USD,0001327567,2022-09-06,2022-09-06 16:07:52,2022,FY,2118500000,1516000000,3634500000,2142500000,0,637900000,6414900000,599800000,2747700000,384500000,3132200000,1051900000,0.0,1054800000,5838700000,0,12253600000,128000000,3676800000,0,3641200000,860300000,8306300000,276100000,3352800000.0,0,108400000,3737300000,0,276100000,12043600000,0,1932700000,-1667100000,-55600000.0,0,210000000,210000000,12253600000,0,12253600000,2567900000,3952900000,1834400000,https://www.sec.gov/Archives/edgar/data/1327567/000132756722000028/0001327567-22-000028-index.htm,https://www.sec.gov/Archives/edgar/data/1327567/000132756722000028/panw-20220731.htm
79,2022-05-31,PAYX,USD,0000723531,2022-07-15,2022-07-15 16:24:49,2022,FY,370000000,853900000,1223900000,1318200000,0,4039500000,6581600000,480000000,1831500000,224600000,2056100000,5000000,165500000.0,347000000,3053600000,0,9635200000,105700000,8700000,34000000,38400000,5116400000,5269200000,872500000,0.0,165500000,242800000,1280800000,0,74800000,6550000000,0,3600000,1669600000,-133900000.0,1545900000,3085200000,3085200000,9635200000,0,9635200000,858900000,881200000,511200000,https://www.sec.gov/Archives/edgar/data/723531/000095017022012734/0000950170-22-012734-index.htm,https://www.sec.gov/Archives/edgar/data/723531/000095017022012734/payx-20220531.htm
80,2022-12-31,PYPL,USD,0001633917,2023-02-10,2023-02-09 19:38:19,2022,FY,7776000000,3075000000,10851000000,44751000000,17000000,1898000000,57517000000,1730000000,11209000000,788000000,11997000000,5018000000,0.0,2455000000,21200000000,0,78717000000,40233000000,0,813000000,0,4868000000,45101000000,10417000000,0.0,2925000000,0,13342000000,0,0,58443000000,0,0,18954000000,-928000000.0,2248000000,20274000000,20274000000,78717000000,0,78717000000,8093000000,10417000000,2641000000,https://www.sec.gov/Archives/edgar/data/1633917/000163391723000033/0001633917-23-000033-index.htm,https://www.sec.gov/Archives/edgar/data/1633917/000163391723000033/pypl-20221231.htm
81,2022-12-31,PDD,CNY,0001737806,2022-12-31,2022-12-31 00:00:00,2022,FY,34326192000,115112554000,149438746000,6906526000,-6906526000,67179130000,216617876000,2460928000,0,134002000,134002000,0,1045030000.0,16862117000,20502077000,0,237119953000,63316695000,14487787000,6970790000,1389655000,37695343000,116889480000,2446537000,-2446537000.0,13025000,2446537000,2459562000,0,1472818000,119349042000,0,170000,15193035000,3327238000.0,99250468000,117770911000,117770911000,237119953000,0,237119953000,115112554000,16934324000,-17391868000,,
82,2022-12-31,PEP,USD,0000077476,2023-02-09,2023-02-08 18:06:37,2022,FY,4954000000,394000000,5348000000,10163000000,5222000000,806000000,21539000000,24291000000,18202000000,15586000000,33788000000,3073000000,4204000000.0,5292000000,70648000000,0,92187000000,23371000000,3414000000,0,-4390000000,4390000000,26785000000,35657000000,0.0,4133000000,8339000000,48129000000,0,483000000,74914000000,0,23000000,67800000000,-15302000000.0,-35372000000,17149000000,17149000000,92187000000,124000000,92187000000,3467000000,39071000000,34117000000,https://www.sec.gov/Archives/edgar/data/77476/000007747623000007/0000077476-23-000007-index.htm,https://www.sec.gov/Archives/edgar/data/77476/000007747623000007/pep-20221231.htm
83,2022-09-25,QCOM,USD,0000804328,2022-11-02,2022-11-02 16:04:10,2022,FY,2773000000,3609000000,6382000000,5643000000,6341000000,1625000000,20724000000,5168000000,10508000000,1882000000,12390000000,0,1803000000.0,8929000000,28290000000,0,49014000000,3796000000,1945000000,634000000,369000000,5756000000,11866000000,13537000000,144000000.0,0,5454000000,19135000000,0,0,31001000000,0,195000000,17840000000,-22000000.0,0,18013000000,18013000000,49014000000,0,49014000000,3609000000,15482000000,12709000000,https://www.sec.gov/Archives/edgar/data/804328/000080432822000021/0000804328-22-000021-index.htm,https://www.sec.gov/Archives/edgar/data/804328/000080432822000021/qcom-20220925.htm
84,2022-12-31,REGN,USD,0000872589,2023-02-06,2023-02-06 09:23:24,2022,FY,3105900000,4636400000,14334100000,5328700000,2401900000,933000000,22064700000,3763000000,0,915500000,915500000,5406400000,1723700000.0,-4658800000,7149800000,0,29214500000,589200000,720000000,300000,547700000,1992200000,3849100000,2701400000,69800000.0,0,-69800000,2701400000,0,720000000,6550500000,0,100000,23306700000,-238800000.0,-404000000,22664000000,22664000000,29214500000,0,29214500000,10042800000,3421400000,315500000,https://www.sec.gov/Archives/edgar/data/872589/000180422023000008/0001804220-23-000008-index.htm,https://www.sec.gov/Archives/edgar/data/872589/000180422023000008/regn-20221231.htm
85,2023-01-28,ROST,USD,0000745732,2023-03-28,2023-03-27 17:46:00,2023,FY,4551876000,0,4551876000,145694000,2023495000,183654000,6904719000,6279661000,0,0,0,0,217059000000.0,-216826917000,6511744000,0,13416463000,2009924000,655976000,52075000,0,970346000,3636246000,5050471000,0.0,217059000,224104000,5491634000,0,3249937000,9127880000,0,3428000,3049656000,0.0,1235499000,4288583000,4288583000,13416463000,0,13416463000,0,5706447000,1154571000,https://www.sec.gov/Archives/edgar/data/745732/000074573223000013/0000745732-23-000013-index.htm,https://www.sec.gov/Archives/edgar/data/745732/000074573223000013/rost-20230128.htm
86,2022-12-31,SGEN,USD,0001060736,2023-02-15,2023-02-15 17:18:25,2022,FY,319940000,1415130000,1735070000,501912000,427211000,138340000,1735070000,294917000,274671000,237516000,512187000,0,0.0,1132358000,1939462000,0,3674532000,207851000,0,0,0,610553000,818404000,43474000,0.0,0,8835000,52309000,0,43474000,870713000,0,187000,-2154347000,3510000.0,4954469000,2803819000,2803819000,3674532000,0,3674532000,1415130000,43474000,-276466000,https://www.sec.gov/Archives/edgar/data/1060736/000106073623000009/0001060736-23-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1060736/000106073623000009/sgen-20221231.htm
87,2022-12-31,SIRI,USD,0000908937,2023-02-02,2023-02-02 09:58:53,2022,FY,57000000,0,57000000,655000000,0,326000000,1038000000,1814000000,3249000000,3050000000,6299000000,412000000,147000000.0,312000000,8984000000,0,10022000000,1248000000,246000000,0,1322000000,165000000,2981000000,9576000000,81000000.0,565000000,170000000,10392000000,0,370000000,13373000000,0,4000000,-3351000000,-4000000.0,0,-3351000000,-3351000000,10022000000,0,10022000000,412000000,9822000000,9765000000,https://www.sec.gov/Archives/edgar/data/908937/000090893723000006/0000908937-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/908937/000090893723000006/siri-20221231.htm
88,2022-10-02,SBUX,USD,0000829224,2022-11-18,2022-11-18 16:35:30,2022,FY,2818400000,364500000,3182900000,1175500000,2176600000,386600000,7018700000,14576100000,3283500000,155900000,3439400000,590300000,1799700000.0,554200000,20959700000,0,27978400000,1441400000,3169700000,333800000,1641900000,2898800000,9151800000,20635100000,6279700000.0,0,610500000,27525300000,0,8760900000,36677100000,0,1100000,-8449800000,-463200000.0,205300000,-8706600000,-8706600000,27978400000,7900000,27978400000,954800000,23804800000,20986400000,https://www.sec.gov/Archives/edgar/data/829224/000082922422000058/0000829224-22-000058-index.htm,https://www.sec.gov/Archives/edgar/data/829224/000082922422000058/sbux-20221002.htm
89,2022-10-31,SNPS,USD,0000883241,2022-12-12,2022-12-12 17:28:23,2022,FY,1417608000,147913000,1565521000,796091000,211927000,397617000,3012669000,1042390000,3842234000,386446000,4228680000,1417608000,670653000.0,-953913000,6405418000,0,9418087000,37580000,54274000,46443000,1910822000,771823000,2774499000,602097000,154472000.0,0,327829000,1084398000,0,635547000,3858897000,0,1524000,5534307000,-234277000.0,214171000,5515725000,5515725000,9418087000,43465000,9418087000,147949000,656371000,-761237000,https://www.sec.gov/Archives/edgar/data/883241/000088324122000017/0000883241-22-000017-index.htm,https://www.sec.gov/Archives/edgar/data/883241/000088324122000017/snps-20221031.htm
90,2022-12-31,TMUS,USD,0001283699,2023-02-14,2023-02-14 16:03:54,2022,FY,4507000000,0,4507000000,9568000000,1884000000,2435000000,19067000000,74058000000,12234000000,99306000000,111540000000,0,0.0,6673000000,192271000000,0,211338000000,7213000000,9837000000,1657000000,780000000,6912000000,24742000000,98021000000,0.0,10884000000,8035000000,116940000000,0,35898000000,141682000000,0,0,-223000000,-1046000000.0,70925000000,69656000000,69656000000,211338000000,0,211338000000,0,107858000000,103351000000,https://www.sec.gov/Archives/edgar/data/1283699/000128369923000016/0001283699-23-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1283699/000128369923000016/tmus-20221231.htm
91,2022-12-31,TSLA,USD,0001318605,2023-01-31,2023-01-30 21:29:15,2022,FY,22185000000,5932000000,22185000000,2952000000,12839000000,2941000000,40917000000,36635000000,194000000,593000000,593000000,0,0.0,4193000000,41421000000,0,82338000000,15255000000,1502000000,1235000000,2810000000,7142000000,26709000000,1597000000,2804000000.0,82000000,5248000000,9731000000,0,3703000000,36440000000,0,3000000,12885000000,-361000000.0,32177000000,44704000000,44704000000,82338000000,1194000000,82338000000,5932000000,3099000000,-19086000000,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/0000950170-23-001409-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/tsla-20221231.htm
92,2022-12-31,TXN,USD,0000097476,2023-02-03,2023-02-03 11:07:12,2022,FY,3050000000,6017000000,9067000000,1895000000,2757000000,302000000,14021000000,6876000000,4362000000,152000000,4514000000,0,473000000.0,1323000000,13186000000,0,27207000000,851000000,500000000,189000000,0,1634000000,2985000000,8235000000,0.0,66000000,1344000000,9645000000,0,344000000,12630000000,0,1741000000,50353000000,-254000000.0,-37263000000,14577000000,14577000000,27207000000,0,27207000000,6017000000,8735000000,5685000000,https://www.sec.gov/Archives/edgar/data/97476/000009747623000007/0000097476-23-000007-index.htm,https://www.sec.gov/Archives/edgar/data/97476/000009747623000007/txn-20221231.htm
93,2022-12-31,VRSK,USD,0001442145,2023-02-28,2023-02-28 17:14:35,2022,FY,112500000,0,112500000,334300000,446300000,32000000,925100000,723500000,1676000000,504800000,2180800000,229800000,31700000.0,2870200000,6036000000,0,6961100000,292800000,1422400000,30200000,321700000,282300000,2319200000,2533100000,0.0,145600000,195500000,2874200000,0,219400000,5193400000,0,100000,5999100000,-731200000.0,-3518700000,1749300000,1749300000,6961100000,18400000,6961100000,229800000,3955500000,3843000000,https://www.sec.gov/Archives/edgar/data/1442145/000143774923004945/0001437749-23-004945-index.htm,https://www.sec.gov/Archives/edgar/data/1442145/000143774923004945/vrsk20221231_10k.htm
94,2022-12-31,VRTX,USD,0000875320,2023-02-10,2023-02-10 16:12:03,2022,FY,10504000000,274500000,10778500000,1442200000,460600000,74400000,12681300000,1108400000,1088000000,603600000,1691600000,0,1246900000.0,1422700000,5469600000,0,18150900000,303900000,89400000,123300000,159600000,1877700000,2430600000,471600000,0.0,0,1336000000,1807600000,0,471600000,4238200000,0,2600000,6522800000,800000.0,7386500000,13912700000,13912700000,18150900000,0,18150900000,274500000,561000000,-9943000000,https://www.sec.gov/Archives/edgar/data/875320/000087532023000007/0000875320-23-000007-index.htm,https://www.sec.gov/Archives/edgar/data/875320/000087532023000007/vrtx-20221231.htm
95,2022-08-31,WBA,USD,0001618921,2022-10-13,2022-10-13 16:02:19,2022,FY,1358000000,1114000000,2472000000,5017000000,8353000000,1060000000,16902000000,32988000000,22280000000,10730000000,33010000000,5495000000,1442000000.0,287000000,73222000000,0,90124000000,11255000000,3345000000,84000000,0,7983000000,22583000000,32132000000,0.0,1442000000,3559000000,37133000000,0,23803000000,59716000000,0,12000000,37801000000,-2805000000.0,-5642000000,29366000000,29366000000,90124000000,1042000000,90124000000,6609000000,35477000000,34119000000,https://www.sec.gov/Archives/edgar/data/1618921/000161892122000064/0001618921-22-000064-index.htm,https://www.sec.gov/Archives/edgar/data/1618921/000161892122000064/wba-20220831.htm
96,2022-12-31,WBD,USD,0001437107,2023-02-24,2023-02-24 16:09:13,2022,FY,3731000000,0,3731000000,7611000000,0,2657000000,13999000000,5301000000,34438000000,71634000000,106072000000,0,11014000000.0,-2385000000,120002000000,0,134001000000,1454000000,365000000,0,1694000000,11504000000,15017000000,48634000000,11014000000.0,11014000000,-345000000,70317000000,0,0,85334000000,0,27000000,2205000000,-1523000000.0,46386000000,47095000000,47095000000,134001000000,1572000000,134001000000,0,48999000000,45268000000,https://www.sec.gov/Archives/edgar/data/1437107/000143710723000019/0001437107-23-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1437107/000143710723000019/disca-20221231.htm
97,2023-01-31,WDAY,USD,0001327811,2023-02-27,2023-02-27 16:10:12,2023,FY,1886311000,4235083000,6121394000,1570086000,191054000,225690000,8108224000,1450532000,2840044000,305465000,3145509000,263485000,12650000.0,505838000,5378014000,0,13486238000,153751000,91343000,0,3559393000,823679000,4628166000,3157733000,74540000.0,0,40231000,3272504000,0,273142000,7900670000,0,259000,-3111334000,53051000.0,8643592000,5585568000,5585568000,13486238000,0,13486238000,4498568000,3249076000,1362765000,https://www.sec.gov/Archives/edgar/data/1327811/000132781123000024/0001327811-23-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1327811/000132781123000024/wday-20230131.htm
98,2022-12-31,XEL,USD,0000072903,2023-02-23,2023-02-23 14:54:01,2022,FY,111000000,0,111000000,2478000000,803000000,1419000000,5144000000,49457000000,0,0,0,3234000000,4756000000.0,-1403000000,56044000000,0,61188000000,1804000000,2181000000,569000000,4756000000,-2663000000,6078000000,23851000000,181000000.0,4804000000,9599000000,38435000000,0,1255000000,44513000000,0,1374000000,7239000000,-93000000.0,-8520000000,16675000000,16675000000,61188000000,0,61188000000,3234000000,26032000000,25921000000,https://www.sec.gov/Archives/edgar/data/72903/000007290323000007/0000072903-23-000007-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290323000007/xel-20221231.htm
99,2023-01-31,ZM,USD,0001585521,2023-03-03,2023-03-03 11:07:37,2023,FY,1086830000,4325836000,5412666000,557404000,223250000,163092000,6356412000,333727000,122641000,56659000,122641000,398992000,558428000.0,357865000,1771653000,0,8128065000,14414000,22790000,80300000,1266514000,434926000,1738644000,73687000,41932000.0,0,67195000,182814000,0,73687000,1921458000,0,294000,2151818000,-50385000.0,4104880000,6206607000,6206607000,8128065000,0,8128065000,4724828000,96477000,-990353000,https://www.sec.gov/Archives/edgar/data/1585521/000158552123000035/0001585521-23-000035-index.htm,https://www.sec.gov/Archives/edgar/data/1585521/000158552123000035/zm-20230131.htm
100,2022-07-31,ZS,USD,0001713683,2022-09-15,2022-09-15 16:29:56,2022,FY,1013210000,718129000,1731339000,399745000,86210000,39353000,2256647000,232990000,78547000,31819000,110366000,0,0.0,232662000,576018000,0,2832665000,26154000,26100000,0,923749000,158444000,1134447000,1019622000,97374000.0,0,7922000,1124918000,0,77048000,2259365000,0,143000,-991878000,-25850000.0,1590885000,573300000,573300000,2832665000,0,2832665000,718129000,1045722000,32512000,https://www.sec.gov/Archives/edgar/data/1713683/000171368322000081/0001713683-22-000081-index.htm,https://www.sec.gov/Archives/edgar/data/1713683/000171368322000081/zs-20220731.htm
